isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,isbn_x,isbn_y,anger,disgust,fear,joy,neutral,sadness,surprise
9780099461098,0099461099,Underground,Haruki Murakami,Cults,http://books.google.com/books/content?id=i2104FzgbvIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This account of the 1995 gas attack on the Tokyo subway system by a Japanese religious cult is told, based on hundreds of interviews with survivors, relatives of those who died, and the perpetrators.",2003.0,3.9,309.0,10003.0,Underground: The Tokyo Gas Attack and the Japanese Psyche,"9780099461098This account of the 1995 gas attack on the Tokyo subway system by a Japanese religious cult is told, based on hundreds of interviews with survivors, relatives of those who died, and the perpetrators.",,,,0.0641336739063263,0.20005086064338684,0.18617746233940125,0.04056445509195328,0.5494765043258667,0.11169024556875229,0.07876549661159515
9780099461265,0099461269,Open House,Elizabeth Berg,Divorced women,http://books.google.com/books/content?id=shlDD04amKoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Samantha Morrow's husband leaves her and her eleven-year-old son she is faced with the terrifying prospect of having to recreate her whole life. She opens her house to a series of lodgers who each in the eccentric way help her to see herself. And she shakes a friend, who shows her that she has the ability to make her own future.",2003.0,3.7,314.0,61.0,Open House,"9780099461265When Samantha Morrow's husband leaves her and her eleven-year-old son she is faced with the terrifying prospect of having to recreate her whole life. She opens her house to a series of lodgers who each in the eccentric way help her to see herself. And she shakes a friend, who shows her that she has the ability to make her own future.",,,,0.0641336739063263,0.49071696400642395,0.9892534613609314,0.04056445509195328,0.5494765043258667,0.11169024556875229,0.07876549661159515
9780099462255,0099462257,Like a Charm,Karin Slaughter,Bracelets,http://books.google.com/books/content?id=HVWEDUYM-YUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The cream of British and American crime writers combine for a must- have collection of linked short stories- With each writer picking up the story in their usual locale (Val McDermid in Manchester, Denise Mina in Glasgow, Karin Slaughter in Atlanta), each of these prestigious crime writers tells a gripping story (original to this collection) of murder, betrayal and intrigue. And running through each story is a charm bracelet- which brings bad luck wherever it's found... The must- have collection for all fans of British and American crime writing at it's best...",2004.0,3.5,384.0,1241.0,Like a Charm,"9780099462255The cream of British and American crime writers combine for a must- have collection of linked short stories- With each writer picking up the story in their usual locale (Val McDermid in Manchester, Denise Mina in Glasgow, Karin Slaughter in Atlanta), each of these prestigious crime writers tells a gripping story (original to this collection) of murder, betrayal and intrigue. And running through each story is a charm bracelet- which brings bad luck wherever it's found... The must- have collection for all fans of British and American crime writing at it's best...",,,,0.0641336739063263,0.10400678217411041,0.4287920892238617,0.2110859900712967,0.7564564347267151,0.11169024556875229,0.08782655745744705
9780099468196,0099468190,Bleachers,John Grisham,Death,http://books.google.com/books/content?id=B9D3QT00fqEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"High school All-American Neely Crenshaw was probably the best quarterback ever to play for the legendary Messina Spartans. Fifteen years have gone by since those glory days, and Neely has come home to Messina to bury Coach Eddie Rake, the man who molded the Spartans into an unbeatable football dynasty. As Coach Rake's 'boys' sit in the bleachers waiting for the dimming field lights to signal his passing, they replay the old glories, and try to decide once and for all whether they love Eddie Rake - or hate him. For Neely Crenshaw, still struggling to come to terms with his explosive relationship with the Coach, his dreams of a great career in the NFL, and the choices he made as a young man, the stakes could not be higher.",2004.0,3.47,229.0,30096.0,Bleachers,"9780099468196High school All-American Neely Crenshaw was probably the best quarterback ever to play for the legendary Messina Spartans. Fifteen years have gone by since those glory days, and Neely has come home to Messina to bury Coach Eddie Rake, the man who molded the Spartans into an unbeatable football dynasty. As Coach Rake's 'boys' sit in the bleachers waiting for the dimming field lights to signal his passing, they replay the old glories, and try to decide once and for all whether they love Eddie Rake - or hate him. For Neely Crenshaw, still struggling to come to terms with his explosive relationship with the Coach, his dreams of a great career in the NFL, and the choices he made as a young man, the stakes could not be higher.",,,,0.30163702368736267,0.17335475981235504,0.6554271578788757,0.06450328975915909,0.7668330073356628,0.3019486963748932,0.1441461443901062
9780099468646,0099468646,Earthly Powers,Anthony Burgess,Fiction,http://books.google.com/books/content?id=3xBXx3Yg1cAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Earthly Powers traces eighty- one years in the life of a Somerset Maugham- type writer and lapsed Catholic called Kenneth Toomey. A popular, second- rate novelist/playwright, he spends a lifetime unsuccessfully trying to reconcile his homosexuality with his faith. This is also the story of Carlo Campanati, an earthy Italian priest linked with Toomey through family ties. With dazzlingly inventive narrative spanning six decades, Burgess draws in major events and characters of the century while exploring themes of universal significance.",2004.0,4.15,649.0,2022.0,Earthly Powers,"9780099468646Earthly Powers traces eighty- one years in the life of a Somerset Maugham- type writer and lapsed Catholic called Kenneth Toomey. A popular, second- rate novelist/playwright, he spends a lifetime unsuccessfully trying to reconcile his homosexuality with his faith. This is also the story of Carlo Campanati, an earthy Italian priest linked with Toomey through family ties. With dazzlingly inventive narrative spanning six decades, Burgess draws in major events and characters of the century while exploring themes of universal significance.",Fiction,,,0.0641336739063263,0.31537842750549316,0.051362860947847366,0.2276722937822342,0.7481943964958191,0.2162054181098938,0.30193212628364563
9780099471370,009947137X,The Mummy,Anne Rice,Egyptologists,http://books.google.com/books/content?id=I9n126K6j6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Ramses the Great has reawakened in opulent Edwardian London. Having drunk the elixir of life, he is now Ramses the Damned, doomed forever to wander the earth, desperate to quell hungers that can never be satisfied. He becomes the close companion of a voluptuous heiress, Julie Stratford, but his cursed past again propels him toward disaster. He is tormented by searing memories of his last reawakening, at the behest of Cleopatra, his beloved queen of Egypt. And his intense longing for her, undiminished over the centuries, will force him to commit an act that will place everyone around him in the gravest danger....'Rice succeeds masterfully in blending horror and romance- Ramses is a fascinating character, heroic, yet tragically flawed by his human desires' - Atlanta Journal",2004.0,3.83,480.0,36906.0,The Mummy,"9780099471370""Ramses the Great has reawakened in opulent Edwardian London. Having drunk the elixir of life, he is now Ramses the Damned, doomed forever to wander the earth, desperate to quell hungers that can never be satisfied. He becomes the close companion of a voluptuous heiress, Julie Stratford, but his cursed past again propels him toward disaster. He is tormented by searing memories of his last reawakening, at the behest of Cleopatra, his beloved queen of Egypt. And his intense longing for her, undiminished over the centuries, will force him to commit an act that will place everyone around him in the gravest danger....'Rice succeeds masterfully in blending horror and romance- Ramses is a fascinating character, heroic, yet tragically flawed by his human desires' - Atlanta Journal",,,,0.0641336739063263,0.10400678217411041,0.9698994755744934,0.6330052018165588,0.5494765043258667,0.9011743068695068,0.08193137496709824
9780099471431,0099471434,Lasher,Anne Rice,Demonology,http://books.google.com/books/content?id=UeyMABieKGMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At the centre of Anne Rice's brilliant novel, the beautiful Rowan Mayfair, queen of the coven, must flee from the darkly brutal, yet irresistible demon known as Lasher. With a dreamlike power, this wickedly seductive entity draws us through twilight paths, telling a chillingly hypnotic story of spiritual aspirations and passion...",2004.0,3.85,883.0,48445.0,Lasher,"9780099471431At the centre of Anne Rice's brilliant novel, the beautiful Rowan Mayfair, queen of the coven, must flee from the darkly brutal, yet irresistible demon known as Lasher. With a dreamlike power, this wickedly seductive entity draws us through twilight paths, telling a chillingly hypnotic story of spiritual aspirations and passion...",,,,0.0641336739063263,0.10400678217411041,0.8912976384162903,0.35126638412475586,0.5494765043258667,0.11169024556875229,0.07876549661159515
9780099472636,0099472635,Survivor's Quest,Timothy Zahn,Life on other planets,http://books.google.com/books/content?id=IF5ED39v65cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Luke Skywalker and his wife, Mara, get a strange message from the Chiss: Come and get the remains of the mysterious Outbound Flight Project. But there is more than meets the eye to this unexpected gift, as the newlyweds come face to face with the past! For someone is still alive in the Outbound Flight ships, and they're not interested in visitors. Plus there's at least one imposter along on the mission, and maybe more, and it will be up to Luke and Mara to uncover all the secrets and prevent another war from breaking out.",2005.0,3.97,480.0,7028.0,Survivor's Quest,"9780099472636Luke Skywalker and his wife, Mara, get a strange message from the Chiss: Come and get the remains of the mysterious Outbound Flight Project. But there is more than meets the eye to this unexpected gift, as the newlyweds come face to face with the past! For someone is still alive in the Outbound Flight ships, and they're not interested in visitors. Plus there's at least one imposter along on the mission, and maybe more, and it will be up to Luke and Mara to uncover all the secrets and prevent another war from breaking out.",,,,0.0641336739063263,0.10400678217411041,0.32969027757644653,0.04056445509195328,0.9675173759460449,0.11169024556875229,0.7461385130882263
9780099474128,0099474123,Women Who Love Too Much,Robin Norwood,Alcoholics,http://books.google.com/books/content?id=_v6tu8Tpyq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Is having 'somebody to love' the most important thing in your life? Do you constantly believe that with 'the right man' you would no longer feel depressed or lonely? Are you bored with 'nice guys' who are open, honest and dependable? If being in",2004.0,4.0,314.0,239.0,Women Who Love Too Much,"9780099474128Is having 'somebody to love' the most important thing in your life? Do you constantly believe that with 'the right man' you would no longer feel depressed or lonely? Are you bored with 'nice guys' who are open, honest and dependable? If being in",,,,0.000961918500252068,0.0018032678635790944,0.0013112298911437392,0.0018234901363030076,0.006690126843750477,0.9842435121536255,0.0031664655543863773
9780099474395,0099474395,The Talisman Ring,Georgette Heyer,Great Britain,http://books.google.com/books/content?id=7Efhi0DF2i0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A witty and enthralling Regency romance by one of the best-known and most beloved historical novelists. The legend of the Headless Horseman and a proposed marriage de convenance both have their impact on the mystery of a golden talisman ring and Lord Lavenham's young heir, Ludovic. Neither Sir Tristram Shield nor Eustacie, his young French cousin, share the slightest inclination to marry one another, yet it is Lord Lavenham's dying wish. For there is no one else to provide for the old man's granddaughter while Ludovic remains a fugitive from justice ... Yet again Georgette Heyer shows the qualities that made her one of the most successful and best-loved romantic novelists of her age, and why her popularity endures to this day.",2005.0,4.0,268.0,5332.0,The Talisman Ring,"9780099474395A witty and enthralling Regency romance by one of the best-known and most beloved historical novelists. The legend of the Headless Horseman and a proposed marriage de convenance both have their impact on the mystery of a golden talisman ring and Lord Lavenham's young heir, Ludovic. Neither Sir Tristram Shield nor Eustacie, his young French cousin, share the slightest inclination to marry one another, yet it is Lord Lavenham's dying wish. For there is no one else to provide for the old man's granddaughter while Ludovic remains a fugitive from justice ... Yet again Georgette Heyer shows the qualities that made her one of the most successful and best-loved romantic novelists of her age, and why her popularity endures to this day.",,,,0.22122611105442047,0.10400678217411041,0.16445648670196533,0.9614059329032898,0.7456569671630859,0.6468644142150879,0.09536667168140411
9780099474425,0099474425,The Convenient Marriage,Georgette Heyer,Fiction,http://books.google.com/books/content?id=pqKV8h7Lj_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When the eligible Earl of Rule offers for the hand of the Beauty of the Winwood Family, he has no notion of the distress he causes his intended. For Miss Lizzie Winwood is promised to the excellent, but impoverished Mr Edward Heron. Disaster can only be averted by the delightful impetuosity of her youngest sister, Horatia, who conceives her own, distinctly original plans ... Fo over fifty years until her death in 1974, Georgette Heyer was the undisputed queen of historical romantic fiction, and the The Convenient Marriage shows why she configures to be loved by a huge readership to this day.",2005.0,3.68,272.0,8899.0,The Convenient Marriage,"9780099474425When the eligible Earl of Rule offers for the hand of the Beauty of the Winwood Family, he has no notion of the distress he causes his intended. For Miss Lizzie Winwood is promised to the excellent, but impoverished Mr Edward Heron. Disaster can only be averted by the delightful impetuosity of her youngest sister, Horatia, who conceives her own, distinctly original plans ... Fo over fifty years until her death in 1974, Georgette Heyer was the undisputed queen of historical romantic fiction, and the The Convenient Marriage shows why she configures to be loved by a huge readership to this day.",Fiction,,,0.0641336739063263,0.10400678217411041,0.49639660120010376,0.3044893741607666,0.6424765586853027,0.9620288610458374,0.07876549661159515
9780099474463,0099474468,Lady of Quality,Georgette Heyer,Fiction,http://books.google.com/books/content?id=YwPmnE8bYGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Independent and spirited. Miss Annis Wychwood gives little thought to finding herself a suitable husband, thus dashing the dreams of many hopeful suitors. When she becomes embroiled in the affairs of the runaway heiress Lucilla, though, she encounters the beautiful fugitive's guardian - as rakish and uncivil a rogue she has ever met. Although, chafing a bit at the restrictions of Regency society in Bath, Annis does have to admit that Oliver Carleton, at least, is never boring.",2005.0,3.87,267.0,5706.0,Lady of Quality,"9780099474463Independent and spirited. Miss Annis Wychwood gives little thought to finding herself a suitable husband, thus dashing the dreams of many hopeful suitors. When she becomes embroiled in the affairs of the runaway heiress Lucilla, though, she encounters the beautiful fugitive's guardian - as rakish and uncivil a rogue she has ever met. Although, chafing a bit at the restrictions of Regency society in Bath, Annis does have to admit that Oliver Carleton, at least, is never boring.",Fiction,,,0.15158064663410187,0.7661820650100708,0.051362860947847366,0.309481680393219,0.6016106605529785,0.6116162538528442,0.07876549661159515
9780099474548,0099474549,A Very Long Engagement,Sébastien Japrisot,Feature films [DVD],http://books.google.com/books/content?id=4XejAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One bitter night in January 1917, five French soldiers are court-martialled and sent into No-Man's Land. Days later, five corpses are given a hasty burial. After the war, the fiancée of one of the men sets out to discover what happened.",2004.0,3.91,320.0,79.0,A Very Long Engagement,"9780099474548One bitter night in January 1917, five French soldiers are court-martialled and sent into No-Man's Land. Days later, five corpses are given a hasty burial. After the war, the fiancée of one of the men sets out to discover what happened.",,,,0.9405254125595093,0.7718198895454407,0.051362860947847366,0.04056445509195328,0.5494765043258667,0.11169024556875229,0.07876549661159515
9780099476351,0099476355,Sprig Muslin,Georgette Heyer,England,http://books.google.com/books/content?id=csG8_CumWtYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Sir Gareth Ludlow knows it is his duty as a man of honour to restore so young and pretty a girl as Amanda, wandering unattended, to her family. But it is to prove no easy task for the Corinthian.",2005.0,3.79,268.0,4847.0,Sprig Muslin,"9780099476351Sir Gareth Ludlow knows it is his duty as a man of honour to restore so young and pretty a girl as Amanda, wandering unattended, to her family. But it is to prove no easy task for the Corinthian.",,,,0.0641336739063263,0.10400678217411041,0.19623906910419464,0.04056445509195328,0.6020795106887817,0.2453564703464508,0.07876549661159515
9780099477310,0099477319,Catch-22,Joseph Heller,Fiction,http://books.google.com/books/content?id=uciYmbP_JV0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"WITH AN INTRODUCTION BY HOWARD JACOBSON Explosive, subversive, wild and funny, 50 years on the novel's strength is undiminished. Reading Joseph Heller's classic satire is nothing less than a rite of passage. Set in the closing months of World War II in an American bomber squadron off the coast of Italy, Catch-22 is the story of a bombardier named Yossarian who is frantic and furious because thousands of people he has never even met keep trying to kill him. Joseph Heller's bestselling novel is a hilarious and tragic satire on military madness, and the tale of one man's efforts to survive it.",1994.0,3.98,519.0,5307.0,Catch-22,"9780099477310WITH AN INTRODUCTION BY HOWARD JACOBSON Explosive, subversive, wild and funny, 50 years on the novel's strength is undiminished. Reading Joseph Heller's classic satire is nothing less than a rite of passage. Set in the closing months of World War II in an American bomber squadron off the coast of Italy, Catch-22 is the story of a bombardier named Yossarian who is frantic and furious because thousands of people he has never even met keep trying to kill him. Joseph Heller's bestselling novel is a hilarious and tragic satire on military madness, and the tale of one man's efforts to survive it.",Fiction,,,0.6997007131576538,0.1202545240521431,0.2710726261138916,0.9501050114631653,0.5494765043258667,0.11169024556875229,0.07876549661159515
9780099478393,0099478390,The Quiet American,Graham Greene,Americans,http://books.google.com/books/content?id=APV3dBhwi5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discover Graham Green's prescient political masterpiece 'The novel that I love the most is The Quiet American' Ian McEwan Into the intrigue and violence of 1950s Indo-China comes CIA agent Alden Pyle, a young idealistic American sent to promote democracy through a mysterious 'Third Force'. As his naive optimism starts to cause bloodshed, his friend Fowler, a cynical foreign correspondent, finds it hard to stand aside and watch. But even as he intervenes he wonders why: for the greater good, or something altogether more complicated? WITH AN INTRODUCTION BY ZADIE SMITH",2004.0,3.97,180.0,1204.0,The Quiet American,"9780099478393Discover Graham Green's prescient political masterpiece 'The novel that I love the most is The Quiet American' Ian McEwan Into the intrigue and violence of 1950s Indo-China comes CIA agent Alden Pyle, a young idealistic American sent to promote democracy through a mysterious 'Third Force'. As his naive optimism starts to cause bloodshed, his friend Fowler, a cynical foreign correspondent, finds it hard to stand aside and watch. But even as he intervenes he wonders why: for the greater good, or something altogether more complicated? WITH AN INTRODUCTION BY ZADIE SMITH",,,,0.35790371894836426,0.17620058357715607,0.7572238445281982,0.03338843584060669,0.15379859507083893,0.2942160964012146,0.8767563104629517
9780099478447,0099478447,The End of the Affair,Graham Greene,Adultery,http://books.google.com/books/content?id=XB5tgtHWs2UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Maurice Bendrix's love affair with his friend's wife, Sarah, had begun in London during the Blitz. One day, inexplicably and without warning, Sarah had broken off the relationship. Two years later, driven by obsessive jealousy and grief, Bendrix sends Parkis, a private detective, to follow Sarah.",2004.0,3.94,160.0,36230.0,The End of the Affair,"9780099478447Maurice Bendrix's love affair with his friend's wife, Sarah, had begun in London during the Blitz. One day, inexplicably and without warning, Sarah had broken off the relationship. Two years later, driven by obsessive jealousy and grief, Bendrix sends Parkis, a private detective, to follow Sarah.",,,,0.6533923149108887,0.34267881512641907,0.1180865615606308,0.04056445509195328,0.5494765043258667,0.39471983909606934,0.8686796426773071
9780099481249,0099481243,Enduring Love,Ian McEwan,Accidents,http://books.google.com/books/content?id=S702H90xDekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""The story of how an ordinary man can be driven to the brink of murder and madness by the delusions of another. It begins on a windy summer's day in the Chilterns when the calm, organized life of Joe Rose is shattered by a ballooning accident.""--Publisher's description.",2004.0,3.63,245.0,29552.0,Enduring Love,"9780099481249""The story of how an ordinary man can be driven to the brink of murder and madness by the delusions of another. It begins on a windy summer's day in the Chilterns when the calm, organized life of Joe Rose is shattered by a ballooning accident.""--Publisher's description.",,,,0.21454471349716187,0.10400678217411041,0.8826555013656616,0.04056445509195328,0.8979228138923645,0.22739671170711517,0.07876549661159515
9780099481560,0099481561,For Whom the Bell Tolls,Ernest Hemingway,Americans,http://books.google.com/books/content?id=EiWqPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"High in the pine forests of the Spanish Sierra, a guerrilla band prepares to blow up a vital bridge. Robert Jordan, a young American volunteer, has been sent to handle the dynamiting. There, in the mountains, he finds the dangers and the intense comradeship of war. And there he discovers Maria, a young woman who has escaped from Franco's rebels-",2005.0,3.96,490.0,162.0,For Whom the Bell Tolls,"9780099481560High in the pine forests of the Spanish Sierra, a guerrilla band prepares to blow up a vital bridge. Robert Jordan, a young American volunteer, has been sent to handle the dynamiting. There, in the mountains, he finds the dangers and the intense comradeship of war. And there he discovers Maria, a young woman who has escaped from Franco's rebels-",,,,0.23236048221588135,0.25801315903663635,0.8744529485702515,0.09890411794185638,0.8259876370429993,0.03248821571469307,0.12498820573091507
9780099481683,0099481685,Skipping Christmas,John Grisham,Christmas,http://books.google.com/books/content?id=r58lD61nLEAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A classic tale for modern times, Skipping Christmas offers a hilarious look at the chaos and frenzy that has become part of our holiday tradition. Imagine a year without Christmas. No crowded shops, no corny office parties, no fruitcakes, no unwanted presents. That's just what Luther and Nora Krank have in mind when they decide that, just this once, they'll skip the holiday altogether. Theirs will be the only house on the street without a rooftop Frosty the snowman; they won't be hosting their annual Christmas Eve bash; they aren't even going to have a tree. They won't need one, because come December 25 they're setting sail on a Caribbean cruise. But, as this weary couple is about to discover, skipping Christmas brings enormous consequences - and isn't half as easy as they'd imagined.",2004.0,3.48,198.0,44098.0,Skipping Christmas,"9780099481683A classic tale for modern times, Skipping Christmas offers a hilarious look at the chaos and frenzy that has become part of our holiday tradition. Imagine a year without Christmas. No crowded shops, no corny office parties, no fruitcakes, no unwanted presents. That's just what Luther and Nora Krank have in mind when they decide that, just this once, they'll skip the holiday altogether. Theirs will be the only house on the street without a rooftop Frosty the snowman; they won't be hosting their annual Christmas Eve bash; they aren't even going to have a tree. They won't need one, because come December 25 they're setting sail on a Caribbean cruise. But, as this weary couple is about to discover, skipping Christmas brings enormous consequences - and isn't half as easy as they'd imagined.",,,,0.0641336739063263,0.10400678217411041,0.051362860947847366,0.8676368594169617,0.9630736112594604,0.946083128452301,0.2457572966814041
9780099483472,0099483475,All Quiet on the Western Front,Erich Maria Remarque,"World War, 1914-1918",,"All Quiet on the Western Front is probably the most famous anti-war novel ever written. The story is told by a young 'unknown soldier' in the trenches of Flanders during the First World War. Through his eyes we see all the realities of war; under fire, on patrol, waiting in the trenches, at home on leave, and in hospitals and dressing stations. Although there are vividly described incidents which remain in mind, there is no sense of adventure here, only the feeling of youth betrayed and a deceptively simple indictment of war - of any war - told for a whole generation of victims.",2005.0,3.95,216.0,1018.0,All Quiet on the Western Front,"9780099483472All Quiet on the Western Front is probably the most famous anti-war novel ever written. The story is told by a young 'unknown soldier' in the trenches of Flanders during the First World War. Through his eyes we see all the realities of war; under fire, on patrol, waiting in the trenches, at home on leave, and in hospitals and dressing stations. Although there are vividly described incidents which remain in mind, there is no sense of adventure here, only the feeling of youth betrayed and a deceptively simple indictment of war - of any war - told for a whole generation of victims.",,,,0.09768044203519821,0.30200907588005066,0.6921616792678833,0.04056445509195328,0.5494765043258667,0.7627494931221008,0.07876549661159515
9780099489986,0099489988,Watermelon,Marian Keyes,Fiction,http://books.google.com/books/content?id=-55iSi-yKusC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Claire's husband James leaves her for Denise from the flat downstairs, the day their first child is born. Broken-hearted, Claire returns home to her family to get better. So much better in fact, that when James slithers back into her life he's in for a surprise.",2005.0,3.78,520.0,63160.0,Watermelon,"9780099489986Claire's husband James leaves her for Denise from the flat downstairs, the day their first child is born. Broken-hearted, Claire returns home to her family to get better. So much better in fact, that when James slithers back into her life he's in for a surprise.",Fiction,,,0.0641336739063263,0.10400678217411041,0.051362860947847366,0.4001160264015198,0.5494765043258667,0.9729171991348267,0.8944255709648132
9780099490685,0099490684,The Invisible Writing,Arthur Koestler,"Authors, English",http://books.google.com/books/content?id=GGIziAcbly8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Taken together, Arthur Koestler's volumes of autobiography constitute an unrivalled study of twentieth-century man and his dilemma. ARROW IN THE BLUE ended with his joining the Communist Party and THE INVISIBLE WRITING covers some of the most important experiences in his life. We see him in Germany, Russia, England, France and Spain, working sometimes openly and sometimes underground for the cause in which he believed. This was the time of the 'seven years' night' over Europe - of Hitler's spectacular successes against the Western Democracies. They were also the years of the great Russian purges, which led to Koestler#s eventual break with Communism in 1938, after Hitler and Stalin between them had claimed the lives of most of his friends and relatives. This book tells of Koestler's travels through Russia and remote parts of Soviet Central Asia and of his life as an exile. It puts in perspective his experiences in Franco's prisons under sentence of death and in concentration camps in Occupied France (told at greater length in DIALOGUE WITH DEATH AND SCUM OF THE EARTH), and ends with his escape from Occupied France in 1940 to England, where he found stability and a new home. An epilogue brings the story up to 1953, when it was written. Koestler calls the book 'a typical case history of a member of the educated middle classes of Central Europe in our time'. It has two main themes: the historical background against which the author developed, and an unsparing analysis of his intellectual and spiritual development.",2005.0,4.35,528.0,111.0,The Invisible Writing,"9780099490685Taken together, Arthur Koestler's volumes of autobiography constitute an unrivalled study of twentieth-century man and his dilemma. ARROW IN THE BLUE ended with his joining the Communist Party and THE INVISIBLE WRITING covers some of the most important experiences in his life. We see him in Germany, Russia, England, France and Spain, working sometimes openly and sometimes underground for the cause in which he believed. This was the time of the 'seven years' night' over Europe - of Hitler's spectacular successes against the Western Democracies. They were also the years of the great Russian purges, which led to Koestler#s eventual break with Communism in 1938, after Hitler and Stalin between them had claimed the lives of most of his friends and relatives. This book tells of Koestler's travels through Russia and remote parts of Soviet Central Asia and of his life as an exile. It puts in perspective his experiences in Franco's prisons under sentence of death and in concentration camps in Occupied France (told at greater length in DIALOGUE WITH DEATH AND SCUM OF THE EARTH), and ends with his escape from Occupied France in 1940 to England, where he found stability and a new home. An epilogue brings the story up to 1953, when it was written. Koestler calls the book 'a typical case history of a member of the educated middle classes of Central Europe in our time'. It has two main themes: the historical background against which the author developed, and an unsparing analysis of his intellectual and spiritual development.",,,,0.10113611817359924,0.3646560311317444,0.49678027629852295,0.06672951579093933,0.930597722530365,0.7925442457199097,0.3436441719532013
9780099498582,0099498588,Dublin 4,Maeve Binchy,Domestic fiction,http://books.google.com/books/content?id=yPgE79B9h0gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A vintage collection of short stories set in the heart of Dublin, from the bestselling author of Light a Penny Candle and Circle of Friends. A society hostess entertains her husband's mistress to dinner; a country girl savours the delights of city life; a student faces the dilemma of unmarried pregnancy; and a drink-ridden photographer tries to relaunch a shattered career... This vintage collection of stories from the bestselling author of Light a Penny Candle and Circle of Friends is Maeve Binchy at her best - her trademark warmth, wit and compassion are unmistakeable.",2006.0,3.64,256.0,2089.0,Dublin 4,"9780099498582A vintage collection of short stories set in the heart of Dublin, from the bestselling author of Light a Penny Candle and Circle of Friends. A society hostess entertains her husband's mistress to dinner; a country girl savours the delights of city life; a student faces the dilemma of unmarried pregnancy; and a drink-ridden photographer tries to relaunch a shattered career... This vintage collection of stories from the bestselling author of Light a Penny Candle and Circle of Friends is Maeve Binchy at her best - her trademark warmth, wit and compassion are unmistakeable.",,,,0.0641336739063263,0.10400678217411041,0.051362860947847366,0.7194205522537231,0.5494765043258667,0.21664541959762573,0.07876549661159515
9780099498599,0099498596,Circle of Friends,Maeve Binchy,College attendance,http://books.google.com/books/content?id=P4-i_eBBhL8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It began with Benny Hogan and Eve Malone, growing up, inseparable, in the village of Knockglen. Benny--the only child, yearning to break free from her adoring parents...Eve--the orphaned offspring of a convent handyman and a rebellious blueblood, abandoned by her mother's wealthy family to be raised by nuns. Eve and Benny--they knew the sins and secrets behind every villager's lace curtains...except their own. It widened at Dublin, at the university where Benny and Eve met beautiful Nan Mahlon and Jack Foley, a doctor's handsome son. But heartbreak and betrayal would bring the worlds of Knockglen and Dublin into explosive collision. Long-hidden lies would emerge to test the meaning of love and the strength of ties held within the fragile gold bands of a... Circle Of Friends. From the Paperback edition.",2006.0,4.02,722.0,50668.0,Circle of Friends,"9780099498599It began with Benny Hogan and Eve Malone, growing up, inseparable, in the village of Knockglen. Benny--the only child, yearning to break free from her adoring parents...Eve--the orphaned offspring of a convent handyman and a rebellious blueblood, abandoned by her mother's wealthy family to be raised by nuns. Eve and Benny--they knew the sins and secrets behind every villager's lace curtains...except their own. It widened at Dublin, at the university where Benny and Eve met beautiful Nan Mahlon and Jack Foley, a doctor's handsome son. But heartbreak and betrayal would bring the worlds of Knockglen and Dublin into explosive collision. Long-hidden lies would emerge to test the meaning of love and the strength of ties held within the fragile gold bands of a... Circle Of Friends. From the Paperback edition.",,,,0.4171803295612335,0.4910854697227478,0.0605257973074913,0.7919988036155701,0.8676174879074097,0.9856910109519958,0.12911169230937958
